,City,Lat,lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
292,Vanimo,-2.6741,141.3028,298.19,85,99,1.92,PG,1612631545
293,Rio Grande,-32.035,-52.0986,299.82,61,20,2.57,BR,1612631675
294,Evensk,61.95,159.2333,259.47,89,100,6.84,RU,1612631397
295,Rodrigues Alves,-7.738,-72.6509,302.15,79,75,3.09,BR,1612631678
296,Vila Franca do Campo,37.7167,-25.4333,288.15,88,40,7.72,PT,1612631537
297,Katete,-0.7818,29.7544,294.52,54,72,0.84,UG,1612631681
298,Katsuura,35.1333,140.3,282.15,61,0,3.09,JP,1612631683
299,Kuznechnoye,61.12,29.8686,261.48,94,28,2.95,RU,1612631684
300,Ibotirama,-12.1853,-43.2206,302.53,59,99,2.95,BR,1612631686
301,Kampene,-3.6,26.6667,295.5,91,84,1.23,CD,1612631687
302,Panan,15.2134,120.0272,298.15,88,40,3.09,PH,1612631689
303,St. George's,12.0564,-61.7485,303.15,51,20,10.8,GD,1612631691
304,Owando,-0.4819,15.8999,301.94,58,35,0.52,CG,1612631692
305,Grafton,42.207,-71.6856,277.04,44,20,10.8,US,1612631694
306,Adrar,20.5022,-10.0711,294.58,23,43,6.69,MR,1612631695
307,Khor,47.8861,134.9464,249.0,90,99,0.74,RU,1612631697
308,Codrington,-38.2667,141.9667,287.76,79,91,6.72,AU,1612631406
309,Oneonta,42.4529,-75.0638,269.82,58,75,2.68,US,1612631482
310,Port-Gentil,-0.7193,8.7815,302.15,79,40,4.63,GA,1612631694
311,Marrakesh,31.6315,-8.0083,284.15,82,75,5.66,MA,1612631581
312,Mozarlândia,-14.7447,-50.5706,302.45,73,100,2.54,BR,1612631469
313,Aswān,24.0934,32.907,293.17,26,0,4.64,EG,1612631710
314,Limbang,4.75,115.0,300.15,89,75,1.03,MY,1612631711
315,Kotido,2.9806,34.1331,301.71,23,55,5.66,UG,1612631713
316,Butaritari,3.0707,172.7902,300.3,81,93,9.81,KI,1612631417
317,Dalvik,65.9702,-18.5286,273.15,64,75,2.06,IS,1612631716
318,Port Hope,43.9408,-82.7127,264.26,57,89,7.2,US,1612631718
319,Zapolyarnyy,69.4154,30.8136,269.15,80,90,9.26,RU,1612631719
320,Sitka,57.0531,-135.33,275.15,87,75,5.66,US,1612631721
321,Baghdad,33.3406,44.4009,287.15,94,90,4.63,IQ,1612631723
322,Zyryanka,65.75,150.85,242.98,82,13,3.8,RU,1612631723
323,Burē,10.7,37.0667,289.43,32,21,3.55,ET,1612631726
324,Krasnosel'kup,65.7,82.4667,256.01,93,100,6.1,RU,1612631546
325,Tautira,-17.7333,-149.15,296.15,94,75,7.2,PF,1612631515
326,Nara,34.6851,135.8049,279.82,70,30,1.47,JP,1612631463
327,Okhotsk,59.3833,143.3,256.63,90,100,3.9,RU,1612631732
328,Thunder Bay,48.4001,-89.3168,254.26,59,40,8.23,CA,1612631721
329,Faya,18.3851,42.4509,286.15,82,40,2.06,SA,1612631735
330,Waipawa,-41.4122,175.5153,284.26,93,100,1.03,NZ,1612631737
331,Inhambane,-23.865,35.3833,301.15,74,20,2.57,MZ,1612631713
332,Darhan,49.4867,105.9228,254.45,86,0,2.41,MN,1612631740
333,Kerman,30.2832,57.0788,287.15,9,0,1.19,IR,1612631742
334,Olden,61.8364,6.8064,265.37,65,0,2.31,NO,1612631743
335,Hazorasp,41.3194,61.0742,281.15,76,0,4.12,UZ,1612631745
336,Tiarei,-17.5333,-149.3333,296.15,94,75,7.2,PF,1612631450
337,Xining,36.6167,101.7667,268.66,64,95,0.77,CN,1612631748
338,Dandong,40.1292,124.3947,269.74,92,65,3.89,CN,1612631750
339,Takoradze,4.8845,-1.7554,301.52,78,38,4.82,GH,1612631751
340,Santa Vitória do Palmar,-33.5189,-53.3681,300.3,50,0,4.19,BR,1612631539
341,Necochea,-38.5473,-58.7368,297.04,60,6,6.39,AR,1612631754
342,Rocha,-34.4833,-54.3333,302.43,39,0,6.22,UY,1612631756
343,Coração de Maria,-12.2333,-38.75,309.77,28,84,3.21,BR,1612631757
344,Shimoda,34.6667,138.95,283.72,59,0,6.38,JP,1612631759
345,Comodoro Rivadavia,-45.8667,-67.5,289.15,67,75,9.26,AR,1612631761
346,Ous,60.9058,61.5186,250.94,91,100,5.65,RU,1612631762
347,Bairiki Village,1.3292,172.9752,298.15,100,75,5.14,KI,1612631764
348,Port Lincoln,-34.7333,135.8667,289.05,82,78,6.07,AU,1612631704
349,La Asuncion,11.0333,-63.8628,299.48,73,73,7.61,VE,1612631767
350,Uyemskiy,64.4743,40.8524,259.15,78,40,3.0,RU,1612631769
351,Glamoč,44.0458,16.8486,278.38,92,100,4.9,BA,1612631770
352,Port Blair,11.6667,92.75,299.25,76,0,3.57,IN,1612631591
353,Hornepayne,49.2138,-84.7705,251.95,88,100,4.87,CA,1612631774
354,Mawlaik,23.6333,94.4167,290.46,49,2,0.79,MM,1612631775
355,Airai,-8.9266,125.4092,289.2,97,100,0.95,TL,1612631777
356,Lyaskelya,61.7667,31.0167,260.04,94,37,3.87,RU,1612631778
357,Champerico,14.3,-91.9167,304.15,51,20,2.06,GT,1612631509
358,Koungou,-12.7336,45.2042,300.15,89,75,6.17,YT,1612631782
359,Saiha,22.4833,92.9667,285.29,42,0,1.53,IN,1612631783
360,Uvalde,29.3669,-99.767,288.71,88,90,4.63,US,1612631785
361,Środa Wielkopolska,52.2284,17.2762,269.26,59,100,6.86,PL,1612631786
362,Turan,16.0678,108.2208,295.15,88,75,0.51,VN,1612631788
363,Yaan,7.3833,8.5667,309.55,10,0,2.78,NG,1612631790
364,Dauphin,51.1494,-100.0502,243.15,63,1,8.23,CA,1612631791
365,Tabuk,17.4189,121.4443,294.14,90,25,0.7,PH,1612631793
366,Zlobin,45.2924,14.6541,286.48,82,90,0.51,HR,1612631794
367,Mossamedes,-15.1961,12.1522,296.65,74,28,5.01,AO,1612631546
368,Samarai,-10.6167,150.6667,301.11,77,100,2.72,PG,1612631798
369,Mahon,39.8885,4.2658,288.15,88,0,4.63,ES,1612631552
370,Black River,18.0264,-77.8487,302.15,70,20,6.69,JM,1612631801
371,Kumluca,36.3703,30.2869,288.69,64,0,0.48,TR,1612631802
372,Lerwick,60.1545,-1.1494,275.15,51,90,9.26,GB,1612631804
373,Kinna,57.5073,12.6946,263.71,79,0,3.6,SE,1612631806
374,Gazojak,41.1875,61.4036,281.35,54,82,4.12,TM,1612631807
375,Nemuro,43.3236,145.575,270.62,96,100,4.15,JP,1612631553
376,Solnechnyy,50.7214,136.6319,251.89,89,100,1.11,RU,1612631810
377,Machalí,-34.1833,-70.6667,292.15,77,90,2.36,CL,1612631812
378,Kurmanayevka,52.5093,52.0675,258.18,92,100,6.68,RU,1612631813
379,Zhaotong,27.3167,103.7167,277.75,80,14,3.04,CN,1612631815
380,Nhulunbuy,-12.2333,136.7667,300.15,83,75,5.14,AU,1612631817
381,Nome,64.5011,-165.4064,264.15,79,90,1.24,US,1612631616
382,Jalu,29.0331,21.5482,292.36,30,55,3.77,LY,1612631520
383,Porto-Novo,6.4965,2.6036,304.15,74,40,5.66,BJ,1612631821
384,Coquimbo,-29.9533,-71.3436,292.15,68,75,4.12,CL,1612631823
385,Pontianak,-0.0333,109.3333,298.15,100,90,2.06,ID,1612631825
386,Oddur,4.1213,43.8894,300.48,28,0,4.99,SO,1612631828
387,Guangzhou,23.1167,113.25,295.93,68,0,1.0,CN,1612631027
388,Vincennes,48.85,2.4333,281.48,93,75,3.09,FR,1612631832
389,Porto Walter,-8.2686,-72.7439,304.07,61,88,0.89,BR,1612631833
390,Honiara,-9.4333,159.95,298.83,85,100,3.32,SB,1612631835
391,Vestmanna,62.1564,-7.1664,275.15,64,40,9.26,FO,1612631836
392,Mapastepec,15.4333,-92.9,304.41,37,0,2.71,MX,1612631838
393,Lavrentiya,65.5833,-171.0,253.14,82,81,2.75,RU,1612631839
394,Mgandu,-5.95,34.1333,291.39,91,98,1.15,TZ,1612631841
395,Aklavik,68.2191,-135.0107,240.15,75,75,1.03,CA,1612631843
396,Arandis,-22.4167,14.9667,291.48,87,0,0.89,NA,1612631844
397,Pemba,-12.974,40.5178,302.04,89,75,4.12,MZ,1612631846
398,Olafsvik,64.8945,-23.7142,275.37,78,100,7.83,IS,1612631848
399,Aksarka,66.5606,67.7975,236.4,81,74,8.12,RU,1612631849
400,Jiangkou,25.4872,119.1986,288.15,94,90,3.0,CN,1612631851
401,Hunchun,42.8675,130.3581,263.96,92,95,2.34,CN,1612631852
402,Departamento de Maldonado,-34.6667,-54.9167,301.15,42,0,7.72,UY,1612631854
403,Alyangula,-13.8483,136.4192,299.15,100,90,8.75,AU,1612631855
404,Santa Cruz de Barahona,18.2085,-71.1008,301.15,78,40,8.23,DO,1612631783
405,Vestmannaeyjar,63.4427,-20.2734,276.15,75,20,13.38,IS,1612631728
406,Tayoltita,24.0833,-105.9333,298.77,18,0,0.86,MX,1612631860
407,Kibala,9.1104,18.3463,305.15,20,0,1.93,TD,1612631862
408,Belyy Yar,53.6039,91.3903,261.15,92,100,0.59,RU,1612631863
409,Bāfq,31.6128,55.4107,288.95,29,0,3.07,IR,1612631865
410,Manggar,-2.8833,108.2667,299.62,83,80,5.36,ID,1612631867
411,Laichow,37.1717,119.9214,275.43,81,96,5.68,CN,1612631868
412,Kiama,-34.6833,150.8667,291.48,81,0,0.89,AU,1612631870
413,Stillwater,36.1156,-97.0584,281.15,61,90,3.09,US,1612631266
414,Huntsville,34.7304,-86.5861,282.04,53,90,2.06,US,1612631836
415,Anantapur,14.6833,77.6,296.01,45,23,4.51,IN,1612631875
416,Talcahuano,-36.7167,-73.1167,289.15,82,90,2.57,CL,1612631876
417,Murgab,37.4966,61.9714,284.15,66,90,2.06,TM,1612631878
418,Manicoré,-5.8092,-61.3003,302.15,79,0,2.57,BR,1612631879
419,Saint Simons,31.1352,-81.3901,283.71,93,90,4.63,US,1612631881
420,Pimenta Bueno,-11.6725,-61.1936,299.15,86,100,1.34,BR,1612631831
421,Tezu,27.9167,96.1667,289.47,31,5,1.73,IN,1612631884
422,Vigrestad,58.5667,5.7,267.15,53,0,4.12,NO,1612631886
423,Sweetwater,25.7634,-80.3731,301.15,74,75,7.2,US,1612631887
424,Union,40.6334,-74.2663,279.15,36,1,8.23,US,1612631889
425,Antsohihy,-14.8796,47.9875,298.17,89,100,1.29,MG,1612631891
426,Talara,-4.5772,-81.2719,299.59,62,56,6.56,PE,1612631892
427,Cockburn Town,21.4612,-71.1419,301.15,65,40,8.23,TC,1612631820
428,Jijiga,9.35,42.8,291.15,49,34,4.86,ET,1612631670
429,Muravlenko,63.7898,74.523,258.23,95,100,5.7,RU,1612631897
430,Pevek,69.7008,170.3133,254.46,86,100,1.0,RU,1612631899
431,Aragarças,-15.8975,-52.2508,303.31,69,51,2.47,BR,1612631900
432,Pozo Colorado,-23.4923,-58.7972,305.02,29,0,3.47,PY,1612631902
433,Richards Bay,-28.783,32.0377,297.89,78,26,4.18,ZA,1612631731
434,Iquique,-20.2208,-70.1431,298.15,50,0,7.2,CL,1612631905
435,Ilesha,7.1371,5.2583,309.03,18,28,1.5,NG,1612631906
436,Andenes,69.3143,16.1194,272.15,86,100,8.23,NO,1612631908
437,Chimoré,-16.9833,-65.1333,306.49,42,64,1.25,BO,1612631910
438,Lithgow,-33.4833,150.15,291.48,99,2,1.73,AU,1612631911
439,Sinop Province,41.7711,34.8709,282.65,54,0,3.01,TR,1612631913
440,Bongandanga,1.5,21.05,301.12,48,33,0.58,CD,1612631914
441,La Ronge,55.1001,-105.2842,240.15,68,2,2.57,CA,1612631916
442,Norman Wells,65.282,-126.8329,236.15,74,75,2.57,CA,1612631729
443,Suntar,62.1444,117.6319,242.65,87,90,1.25,RU,1612631919
444,Charters Towers,-20.1,146.2667,297.03,88,98,3.29,AU,1612631921
445,Port Moresby,-9.4431,147.1797,298.15,94,40,4.63,PG,1612631922
446,Zanesville,39.9404,-82.0132,272.59,46,1,3.6,US,1612631924
447,Yeppoon,-23.1333,150.7333,297.15,73,40,0.51,AU,1612631926
448,Nikolayevsk-on-Amur,53.1406,140.73,251.26,88,99,2.82,RU,1612631927
449,Mnogovershinnyy,53.9353,139.9242,249.68,91,99,3.35,RU,1612631929
450,Pangoa,-12.1167,-73.0,303.78,49,92,1.48,PE,1612631930
451,Minas,-34.3759,-55.2377,301.15,42,0,7.72,UY,1612631666
452,Port Hedland,-20.3167,118.5667,299.15,78,23,3.09,AU,1612631934
453,Yermakovskoye,53.2831,92.4003,266.9,94,99,1.87,RU,1612631935
454,Hirara,24.8,125.2833,294.27,65,0,3.26,JP,1612631937
455,Roebourne,-20.7833,117.1333,299.0,76,11,4.57,AU,1612631938
456,Lensk,60.7253,114.9278,254.2,90,94,1.55,RU,1612631894
457,Tateyama,34.9833,139.8667,282.15,61,0,3.09,JP,1612631707
458,Kamenka,51.3223,42.7678,263.71,83,100,5.21,RU,1612631943
459,Makkah al Mukarramah,21.4267,39.8261,294.0,48,49,5.36,SA,1612631648
460,Tyret’ Pervaya,53.6703,102.3106,259.05,92,100,2.38,RU,1612631946
461,Bathsheba,13.2167,-59.5167,302.15,58,20,8.75,BB,1612631684
462,Prince Rupert,54.3161,-130.3201,276.15,87,90,1.03,CA,1612631949
463,Tuatapere,-46.1333,167.6833,284.03,86,1,1.67,NZ,1612631951
464,La Providencia,28.7167,-111.5833,290.93,45,56,0.89,MX,1612631953
465,Ecoporanga,-18.3733,-40.8306,299.5,71,100,4.43,BR,1612631954
466,Río Gallegos,-51.6226,-69.2181,289.15,39,20,7.2,AR,1612631956
467,Brae,60.3964,-1.353,275.15,51,90,9.26,GB,1612631957
468,Oyama,36.3,139.8,283.71,70,20,1.03,JP,1612631889
469,Lerici,44.0759,9.9112,287.04,77,43,1.38,IT,1612631961
470,Kashgar,39.4547,75.9797,277.15,45,20,4.0,CN,1612631726
471,Ninh Binh,20.2539,105.975,292.76,83,0,1.5,VN,1612631964
472,Guaraniaçu,-25.1008,-52.8781,298.33,41,0,2.66,BR,1612631797
473,Aquin,18.2833,-73.4,300.58,69,65,4.9,HT,1612631967
474,Somova,45.1833,28.6667,275.15,93,90,3.09,RO,1612631969
475,Sabha,27.0377,14.4283,293.55,22,43,3.11,LY,1612631970
476,Hervey Bay,-25.2986,152.8535,297.04,81,100,2.34,AU,1612631972
477,Biak,-0.9131,122.8766,298.01,78,100,1.36,ID,1612631973
478,Clyde River,70.4692,-68.5914,247.15,84,40,1.54,CA,1612631975
479,Conde,-7.2597,-34.9075,305.15,58,40,4.63,BR,1612631749
480,Barra de Tecoanapa,16.5167,-98.75,301.32,59,74,3.17,MX,1612631934
481,Weyburn,49.6668,-103.8511,243.15,69,12,4.63,CA,1612631980
482,Husavik,66.0449,-17.3389,273.15,64,75,2.06,IS,1612631981
483,Igrim,63.1906,64.4162,246.32,88,100,5.38,RU,1612631983
484,Głowno,51.9646,19.7157,267.59,49,0,7.2,PL,1612631826
485,Phan Thiet,10.9333,108.1,295.81,80,27,3.6,VN,1612631845
486,Palmeira,-25.4294,-50.0064,299.06,46,0,0.5,BR,1612631988
487,Rosário do Sul,-30.2583,-54.9142,299.14,45,0,1.81,BR,1612631843
488,Kurumkan,54.3,110.3,251.07,80,59,0.8,RU,1612631991
489,Baykit,61.67,96.37,258.37,91,100,1.86,RU,1612631993
490,Qinhuangdao,39.9317,119.5883,272.02,87,85,6.02,CN,1612631721
491,Morros,-9.4467,-46.3003,296.36,88,100,0.96,BR,1612631996
492,Bitung,1.4451,125.1824,298.15,94,40,3.21,ID,1612631997
493,Sugar Hill,34.1065,-84.0335,282.04,34,40,4.12,US,1612631999
494,Turukhansk,65.8167,87.9833,252.18,91,100,7.62,RU,1612631820
495,Libreville,0.3925,9.4537,303.15,79,20,3.09,GA,1612632002
496,Port Keats,-14.25,129.55,301.45,79,67,6.77,AU,1612632004
497,Köping,59.514,15.9926,266.15,73,90,3.09,SE,1612632005
498,Ségou,13.4317,-6.2157,310.47,9,80,3.83,ML,1612632007
499,Kawalu,-7.3817,108.2082,296.06,89,100,1.68,ID,1612632009
500,Jonesboro,35.8423,-90.7043,278.15,70,75,4.63,US,1612632010
501,Gouré,13.9835,10.2704,299.82,12,70,1.34,NE,1612632012
502,Mandan,46.8267,-100.8896,251.15,70,1,8.23,US,1612632014
503,Ürümqi,43.801,87.6005,262.15,92,75,1.0,CN,1612631530
504,Preobrazheniye,42.9019,133.9064,266.84,90,97,3.17,RU,1612632017
505,Yar-Sale,66.8333,70.8333,238.26,84,100,6.06,RU,1612631920
506,Makakilo City,21.3469,-158.0858,292.15,77,90,5.66,US,1612631755
507,Broken Hill,-31.95,141.4333,291.15,68,50,7.2,AU,1612632022
508,Fuyang,32.9,115.8167,282.69,64,0,2.99,CN,1612631904
509,Burnie,-41.0667,145.9167,289.26,85,78,2.24,AU,1612632025
510,Dakar,14.6937,-17.4441,292.15,68,0,8.75,SN,1612631626
511,Caronport,50.4501,-105.8179,243.15,69,6,3.09,CA,1612632028
512,Svecha,58.2785,47.5164,252.04,91,100,5.12,RU,1612632030
513,Chernushka,56.5072,56.0766,262.89,96,100,7.97,RU,1612632031
514,Multan,30.1956,71.4753,288.15,72,0,2.55,PK,1612632033
515,São Gabriel da Cachoeira,-0.1303,-67.0892,302.15,17,75,1.54,BR,1612632034
516,Potsdam,52.3989,13.0657,272.04,80,100,0.45,DE,1612632036
517,Haines Junction,60.7522,-137.5108,240.15,75,89,0.51,CA,1612631863
518,Terrace Bay,48.7834,-87.1,255.15,65,75,4.12,CA,1612632039
519,Buta,2.7858,24.73,299.78,33,13,0.86,CD,1612632041
520,Broome,42.2506,-75.833,271.15,43,1,6.17,US,1612631989
521,Dicabisagan,17.0818,122.4157,297.37,88,87,2.36,PH,1612632044
522,Marquette,46.5333,-87.6335,260.93,67,99,0.45,US,1612631970
523,Filingué,14.3521,3.3168,305.95,11,83,3.46,NE,1612632047
524,Wasilla,61.5814,-149.4394,263.15,92,90,0.23,US,1612631775
525,Makat,47.6469,53.3463,269.8,84,22,5.95,KZ,1612632050
526,Katobu,-4.9408,122.5276,297.63,93,91,1.43,ID,1612632052
527,Hualmay,-11.0964,-77.6139,296.92,67,93,4.01,PE,1612632054
528,Port Shepstone,-30.7414,30.455,297.89,87,74,7.23,ZA,1612631834
529,Talnakh,69.4865,88.3972,239.22,76,0,1.55,RU,1612632057
530,Chongoyape,-6.6406,-79.3892,298.15,65,75,4.63,PE,1612632059
531,Salina,38.8403,-97.6114,269.26,86,90,6.69,US,1612631971
532,San Quintín,30.4833,-115.95,288.76,67,0,1.17,MX,1612631804
533,Eyl,7.9803,49.8164,297.52,81,0,7.09,SO,1612632063
534,Acarí,-15.4311,-74.6158,301.23,48,99,4.81,PE,1612632065
535,Isangel,-19.55,169.2667,298.46,80,0,1.47,VU,1612632067
536,Muros,42.7762,-9.0603,284.26,59,9,2.68,ES,1612632068
537,Yangi Marg`ilon,40.4272,71.7189,278.15,56,100,1.03,UZ,1612632070
538,Salinópolis,-0.6136,-47.3561,302.4,71,29,5.28,BR,1612632071
539,Igarka,67.4667,86.5833,246.85,88,99,4.99,RU,1612632073
540,Nagorsk,59.3172,50.8078,252.87,90,100,3.71,RU,1612632075
541,Mattru,7.6244,-11.8332,308.18,32,60,2.72,SL,1612632076
542,Mocuba,-16.8392,36.9856,299.36,84,77,2.49,MZ,1612632078
543,Damortis,16.2423,120.4051,297.72,81,5,2.94,PH,1612632080
544,Banff,51.1762,-115.5698,255.93,78,100,3.6,CA,1612631853
545,Jijiang,29.2906,106.2542,285.93,76,40,1.0,CN,1612632001
546,Asău,46.4333,26.4,272.04,76,100,1.43,RO,1612632084
547,Jishou,28.3167,109.7167,285.24,82,98,0.65,CN,1612632086
548,Yabēlo,4.8833,38.0833,294.48,38,67,2.16,ET,1612632088
549,Martapura,-3.4167,114.85,298.15,100,100,0.51,ID,1612632089
550,Ballina,-28.8667,153.5667,294.15,94,90,0.81,AU,1612632091
551,Atherton,53.5237,-2.4935,278.15,83,100,1.79,GB,1612632092
552,Arrondissement d'Ajaccio,42.0,8.9167,292.15,52,0,4.63,FR,1612632094
553,Dali,25.7,100.1833,281.16,56,1,2.29,CN,1612632095
554,Banda Aceh,5.5577,95.3222,299.08,83,46,3.52,ID,1612632097
555,Labuhan,-6.8844,112.2051,299.06,85,74,5.1,ID,1612631961
556,Anzio,41.4853,12.6179,289.26,62,14,2.24,IT,1612632100
557,Nísia Floresta,-6.0911,-35.2086,304.15,55,75,4.63,BR,1612631807
558,Avera,33.194,-82.5271,283.15,53,90,4.12,US,1612632103
559,São João da Barra,-21.6403,-41.0511,298.15,73,75,6.17,BR,1612631990
560,Leningradskiy,69.3833,178.4167,247.96,79,74,2.89,RU,1612631950
561,Chlórakas,34.8042,32.4083,288.15,77,75,1.54,CY,1612632108
562,Praia,14.9215,-23.5087,296.15,56,75,11.83,CV,1612632110
563,Sterling,39.0062,-77.4286,281.48,36,90,4.12,US,1612632111
564,Srednekolymsk,67.45,153.6833,243.61,84,6,1.24,RU,1612632113
565,Markova,48.6758,24.4138,271.15,80,75,1.53,UA,1612632115
566,Canmore,51.0834,-115.3521,256.48,78,100,3.6,CA,1612632116
567,Tiznit Province,29.5833,-9.5,284.33,68,85,7.48,MA,1612632118
568,Kuching,1.55,110.3333,297.15,100,40,0.7,MY,1612632119
569,Koumra,8.9126,17.5539,303.71,13,40,1.61,TD,1612632121
570,Nevel',56.0209,29.9284,258.1,94,100,2.97,RU,1612632123
571,Yibin,28.7667,104.6238,286.98,62,70,0.88,CN,1612632124
572,Byron Bay,-28.65,153.6167,294.15,94,96,0.81,AU,1612631712
573,Sulangan,11.1373,123.7228,300.02,81,16,7.06,PH,1612632128
574,Novikovo,51.1537,37.8879,261.65,92,100,6.22,RU,1612632131
575,Poronaysk,49.2167,143.1167,249.25,86,1,1.86,RU,1612631893
576,Havelock,34.8791,-76.9013,283.15,57,75,3.6,US,1612632135
577,Launceston,-41.45,147.1667,287.04,100,90,4.12,AU,1612632108
578,Muisne,0.6,-80.0333,302.15,84,75,2.57,EC,1612632138
579,Santiago del Estero,-27.7951,-64.2615,305.37,39,22,2.68,AR,1612632139
580,Xianshuigu,38.985,117.3828,274.15,47,0,5.0,CN,1612632141
581,Los Llanos de Aridane,28.6585,-17.9182,292.15,59,20,9.77,ES,1612632143
